id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1779750215527741200,2018-12-01,"Lincolnwood, IL",within an hour,100%,99%,TRUE,Little India,13,16,['phone'],TRUE,TRUE,West Ridge,41.9964697,-87.7059617,Entire rental unit,Entire home/apt,8,1 bath,6,2,365,2,4,365,365,3.6,365,TRUE,20,50,80,191,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA
2037765835361596200,2015-01-30,"Chicago, IL",within an hour,100%,95%,TRUE,West Town,3,5,"['email', 'phone']",TRUE,FALSE,West Town,41.889857806286734,-87.66196389619515,Entire guest suite,Entire home/apt,4,1 bath,2,32,1125,32,32,1125,1125,32,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA
63281717,2018-06-08,"Chicago, IL",within an hour,100%,96%,TRUE,Avondale,3,4,"['email', 'phone']",TRUE,TRUE,Avondale,41.934468,-87.718435,Entire rental unit,Entire home/apt,6,1 bath,4,1,28,2,2,3,1125,2,914.9,TRUE,20,46,76,166,222,36,3,2019-02-02,2023-12-05,4.9,4.92,4.94,4.9,4.95,4.9,4.86,FALSE,2,2,0,0,3.74
1958997420117010400,2023-05-14,"Chicago, IL",within an hour,100%,100%,FALSE,Bridgeport,62,68,"['email', 'phone']",TRUE,TRUE,Bridgeport,41.83941218987106,-87.65775611397879,Private room in home,Private room,1,2 baths,1,32,999,32,32,1125,1125,32,1125,TRUE,0,20,50,325,2,2,0,2023-08-28,2023-10-09,3,4,3.5,4.5,4.5,4,4,TRUE,61,0,61,0,0.53
1224994173219990800,2014-09-29,"Chicago, IL",within an hour,100%,98%,FALSE,Humboldt Park,3,4,"['email', 'phone']",TRUE,TRUE,West Town,41.90572,-87.68943,Private room in rental unit,Private room,2,1 shared bath,1,1,1125,2,2,1125,1125,2,1125,TRUE,0,14,44,44,42,0,0,2021-05-31,2022-10-27,4.67,4.71,4.48,4.74,4.76,4.79,4.79,FALSE,3,0,3,0,1.35
1718995964709082600,2016-03-19,"Chicago, IL",within an hour,100%,88%,TRUE,Greater Grand Crossing,4,4,"['email', 'phone']",TRUE,TRUE,Greater Grand Crossing,41.7547,-87.60462,Private room in rental unit,Private room,2,1 shared bath,1,1,180,2,2,180,180,2,180,TRUE,8,8,8,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,1,3,0,NA
33324723,2018-01-22,"Chicago, IL",within an hour,100%,95%,TRUE,Avondale,32,40,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.8951123,-87.62663889999999,Entire condo,Entire home/apt,6,1 bath,2,32,365,32,32,1125,1125,32,1125,TRUE,16,16,33,123,4,3,0,2022-11-17,2023-07-31,4.75,5,5,5,5,5,5,FALSE,21,21,0,0,0.3
58122447,2015-05-08,"Chicago, IL",within an hour,100%,98%,FALSE,Lake View East,8,16,"['email', 'phone', 'work_email']",TRUE,TRUE,Lake View,41.9406568,-87.65443289999999,Private room in bed and breakfast,Private room,2,1 private bath,1,1,30,1,1,30,30,1,30,TRUE,5,10,10,10,8,8,5,2023-11-13,2023-12-13,4.75,4.75,4.63,4.5,4.63,4.88,4.63,TRUE,8,0,8,0,6.67
1891274618637228e3,2012-06-27,"Chicago, IL",within an hour,100%,88%,FALSE,Pullman,1,1,"['email', 'phone']",TRUE,FALSE,Pullman,41.686815208170856,-87.61007278041356,Entire home,Entire home/apt,4,1 bath,2,2,90,2,2,1125,1125,2,1125,TRUE,16,32,41,130,5,5,0,2023-09-18,2023-10-28,5,4.8,5,5,5,4.6,4.8,FALSE,1,1,0,0,1.63
1441889421663932200,2012-12-13,"Chicago, IL",within an hour,100%,100%,FALSE,Lincoln Park,1,2,"['email', 'phone']",TRUE,TRUE,Lincoln Park,41.92164,-87.6616,Entire rental unit,Entire home/apt,3,1 bath,2,2,31,2,2,1125,1125,2,1125,TRUE,16,46,76,76,491,65,4,2018-02-24,2023-12-03,4.76,4.85,4.88,4.85,4.91,4.97,4.81,FALSE,1,1,0,0,6.94
2061150795558000600,2019-02-13,"Skokie, IL",within an hour,100%,100%,FALSE,Near South Side,42,45,"['email', 'phone']",TRUE,TRUE,Near South Side,41.855167278742,-87.6239653066795,Entire rental unit,Entire home/apt,6,1 bath,3,2,365,2,2,1125,1125,2,1125,TRUE,30,51,81,261,10,10,0,2023-07-18,2023-11-09,4.9,4.9,5,5,5,5,5,TRUE,42,42,0,0,1.95
1331254083695908900,2016-01-13,"Chicago, IL",within an hour,100%,100%,TRUE,Jefferson Park,1,1,"['email', 'phone', 'work_email']",TRUE,TRUE,Jefferson Park,41.97052,-87.75786,Entire rental unit,Entire home/apt,6,2 baths,3,3,30,2,3,1125,1125,3,1125,TRUE,10,10,29,297,158,29,4,2019-06-23,2023-12-12,4.97,4.98,4.95,4.97,5,4.9,4.94,FALSE,1,1,0,0,2.89
1923495968813460500,2023-07-21,NA,within an hour,100%,97%,TRUE,Back of the Yards,9,9,"['email', 'phone']",FALSE,TRUE,New City,41.8068,-87.67248,Private room in rental unit,Private room,3,1 shared bath,1,2,30,2,2,1125,1125,2,1125,TRUE,21,51,81,260,1,1,0,2023-09-05,2023-09-05,5,5,5,5,5,4,5,TRUE,9,0,9,0,0.29
1169057,2012-10-24,"Chicago, IL",within an hour,100%,68%,TRUE,South Loop/Printers Row,79,228,"['email', 'phone', 'work_email']",TRUE,TRUE,Near West Side,41.88806,-87.63936,Entire rental unit,Entire home/apt,4,1 bath,1,60,1125,60,60,1125,1125,60,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,72,72,0,0,NA
1166771439743126500,2023-06-08,"Chicago, IL",within an hour,100%,99%,FALSE,Lake View East,24,25,"['email', 'phone']",TRUE,TRUE,Edgewater,41.98712,-87.66535,Entire rental unit,Entire home/apt,8,2 baths,4,2,365,2,2,1125,1125,2,1125,TRUE,23,53,65,265,1,1,0,2023-11-10,2023-11-10,5,5,5,5,5,5,5,TRUE,23,22,1,0,0.77
89942829,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.8962192,-87.6391831,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,353.4,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
1519038525973867500,2019-04-30,"Chicago, IL",within an hour,100%,88%,TRUE,South Chicago,2,2,['phone'],FALSE,TRUE,South Chicago,41.7470411011264,-87.55807660711251,Entire rental unit,Entire home/apt,7,1.5 baths,4,32,1125,32,32,1125,1125,32,1125,TRUE,30,60,90,364,2,2,0,2023-05-14,2023-05-29,5,5,5,4.5,5,4,5,TRUE,2,2,0,0,0.27
32384141,2017-02-03,NA,within an hour,100%,100%,FALSE,River North,1,1,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.8960075853958,-87.62482600926978,Entire condo,Entire home/apt,3,1 bath,1,32,730,32,32,730,730,32,730,TRUE,0,6,36,192,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA
82783349,2023-04-25,NA,within an hour,100%,100%,FALSE,West Ridge,1,1,['phone'],TRUE,TRUE,West Ridge,42.00314611385432,-87.68255647435214,Entire rental unit,Entire home/apt,7,2 baths,3,2,28,2,4,1125,1125,3.9,1125,TRUE,13,43,73,347,18,18,2,2023-05-02,2023-11-27,4.67,4.5,4.61,4.83,5,4.28,4.44,TRUE,1,1,0,0,2.34
1492727557284141e3,2014-11-30,"Chicago, IL",within an hour,100%,100%,FALSE,West Ridge,4,4,"['email', 'phone', 'work_email']",TRUE,TRUE,West Ridge,41.99805,-87.68744,Entire condo,Entire home/apt,8,1 bath,4,3,365,2,3,1125,1125,3,1125,TRUE,18,48,78,168,52,18,1,2022-03-18,2023-11-26,4.62,4.62,4.6,4.73,4.77,4.42,4.58,TRUE,4,4,0,0,2.43
1179865573606378e3,2017-02-12,"Chicago, IL",within a few hours,100%,70%,TRUE,West Englewood,5,10,['phone'],TRUE,TRUE,West Englewood,41.78863715114413,-87.66251507343303,Private room in home,Private room,1,1.5 baths,1,32,365,32,32,365,365,32,365,TRUE,13,43,73,253,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,0,5,0,NA
96512415,2021-12-21,"Chicago, IL",within an hour,100%,100%,FALSE,Bridgeport,20,20,"['email', 'phone']",TRUE,TRUE,Bridgeport,41.84752,-87.64548,Private room in rental unit,Private room,1,2 shared baths,1,1,999,2,2,1125,1125,2,1125,TRUE,5,35,65,340,56,27,0,2022-05-16,2023-10-10,4.55,4.66,4.23,4.86,4.84,4.5,4.63,TRUE,20,0,20,0,2.89
8429243,2023-06-13,"Chicago, IL",within a few hours,100%,100%,FALSE,South Side,1,1,"['email', 'phone']",TRUE,TRUE,Chatham,41.731351600000004,-87.60658749999999,Entire rental unit,Entire home/apt,4,1 bath,2,35,365,35,35,365,365,35,365,TRUE,0,11,41,130,1,1,0,2023-10-28,2023-10-28,5,5,5,5,5,4,5,FALSE,1,1,0,0,0.58
86830365,2023-05-23,NA,NA,NA,100%,FALSE,Near South Side,1,1,"['email', 'phone']",TRUE,TRUE,Douglas,41.84554,-87.61943,Entire rental unit,Entire home/apt,6,1 bath,2,32,365,32,32,1125,1125,32,1125,TRUE,30,60,90,90,1,1,0,2023-07-01,2023-07-01,5,5,5,5,5,5,5,TRUE,1,1,0,0,0.18
45198507,2018-03-07,"Chicago, IL",within an hour,100%,91%,FALSE,River North,59,66,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.8918321,-87.6381974,Entire serviced apartment,Entire home/apt,2,1 bath,1,32,365,32,32,365,365,32,365,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,58,58,0,0,NA
84399433,2017-06-28,"Chicago, IL",within an hour,100%,98%,FALSE,Logan Square,2,3,"['email', 'phone']",TRUE,TRUE,Avondale,41.93272,-87.72247,Entire rental unit,Entire home/apt,2,1 bath,1,1,15,2,2,15,15,2,15,TRUE,29,59,89,89,95,12,1,2019-06-29,2023-12-03,4.57,4.6,4.77,4.83,4.88,4.77,4.57,FALSE,2,2,0,0,1.74
107728941,2014-05-19,"Chicago, IL",within an hour,100%,97%,FALSE,West Town,1,4,"['email', 'phone']",TRUE,TRUE,West Town,41.89973,-87.6785,Entire condo,Entire home/apt,4,1.5 baths,3,3,90,2,2,90,90,2,90,TRUE,10,32,62,309,30,20,2,2022-02-20,2023-12-07,4.77,4.8,4.7,4.93,4.83,4.97,4.7,FALSE,1,1,0,0,1.35
1480140353132138200,2017-03-16,"Bloomington, IN",NA,NA,NA,FALSE,Lakeview,1,2,"['email', 'phone']",TRUE,TRUE,Lincoln Park,41.93212,-87.64518,Private room in rental unit,Private room,2,1 shared bath,1,33,1125,33,33,1125,1125,33,1125,FALSE,0,0,0,0,1,0,0,2020-02-14,2020-02-14,5,5,3,5,5,5,5,FALSE,1,0,1,0,0.02
90668371,2017-04-15,"Chicago, IL",within an hour,100%,96%,TRUE,NA,1,1,"['email', 'phone']",TRUE,TRUE,Lake View,41.94917,-87.65947,Entire condo,Entire home/apt,2,1 bath,1,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,75,17,0,2018-08-04,2023-11-05,4.96,4.96,4.99,5,5,5,4.83,FALSE,1,1,0,0,1.15
1256795126216435e3,2016-01-08,"Chicago, IL",NA,NA,0%,FALSE,Ravenswood,1,1,"['email', 'phone']",TRUE,FALSE,Uptown,41.96614,-87.66991,Entire rental unit,Entire home/apt,4,1 bath,2,32,1125,32,32,1125,1125,32,1125,TRUE,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA
107476025,2023-04-05,"Chicago, IL",within an hour,100%,100%,FALSE,Avondale,4,5,"['email', 'phone']",TRUE,TRUE,Avondale,41.93561072150255,-87.7224462929498,Private room in rental unit,Private room,2,1 bath,1,1,365,2,2,1125,1125,2,1125,TRUE,0,9,9,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,1,3,0,NA
1783015867880984e3,2019-12-11,NA,within an hour,100%,100%,FALSE,East Albany Park,16,23,"['email', 'phone']",TRUE,TRUE,Albany Park,41.96424,-87.7068,Entire rental unit,Entire home/apt,5,1 bath,3,1,365,2,4,1125,1125,3.7,1125,TRUE,21,51,81,355,19,13,1,2022-06-13,2023-11-30,4.58,4.58,4.58,5,4.63,5,4.53,FALSE,15,15,0,0,1.03
99414493,2018-12-01,"Lincolnwood, IL",within an hour,100%,99%,TRUE,Little India,13,16,['phone'],TRUE,TRUE,West Ridge,41.9984,-87.69178,Entire rental unit,Entire home/apt,3,1 bath,1,2,365,2,4,1125,1125,3.7,1125,TRUE,0,0,0,0,30,16,0,2022-06-08,2023-11-09,4.81,4.84,4.74,4.9,4.87,4.74,4.65,TRUE,9,9,0,0,1.61
72348889,2016-09-13,"Chicago, IL",within an hour,100%,77%,TRUE,Lincoln Square,1,2,"['email', 'phone']",TRUE,TRUE,Lincoln Square,41.96838,-87.680179999999993,Entire rental unit,Entire home/apt,4,1 bath,2,2,1125,2,2,1125,1125,2,1125,TRUE,8,8,30,30,80,18,1,2020-11-30,2023-11-28,4.95,4.98,4.95,4.96,5,4.99,4.9,FALSE,1,1,0,0,2.15
1945920941573628400,2018-07-22,NA,within an hour,100%,100%,FALSE,Rogers Park,1,1,"['email', 'phone']",TRUE,FALSE,Rogers Park,42.00736,-87.66126,Entire home,Entire home/apt,8,3 baths,5,3,1125,3,3,1125,1125,3,1125,TRUE,24,54,84,347,28,5,0,2020-11-12,2023-08-23,4.86,4.86,4.75,4.86,4.86,4.86,4.5,TRUE,1,1,0,0,0.74
77045251,2012-01-25,"Chicago, IL",within a few hours,100%,100%,FALSE,Kenwood,1,1,"['email', 'phone', 'work_email']",TRUE,TRUE,Kenwood,41.80262516971533,-87.5973773009577,Entire rental unit,Entire home/apt,3,2 baths,2,32,365,32,32,1125,1125,32,1125,TRUE,0,0,0,73,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA
99680785,2023-02-20,NA,within an hour,100%,99%,FALSE,East Colorado Springs,3147,3995,"['email', 'phone']",TRUE,TRUE,Near North Side,41.8900817915646,-87.62642654945513,Room in hotel,Private room,2,1 bath,1,1,1125,1,4,1,1125,1,544,TRUE,30,56,86,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,1,34,0,NA
1927692612152754200,2014-10-02,"Chicago, IL",within an hour,100%,100%,TRUE,Lakeview,1,2,"['email', 'phone']",TRUE,TRUE,Lake View,41.94593,-87.65053,Entire rental unit,Entire home/apt,2,1 bath,1,2,14,2,2,14,14,2,14,TRUE,0,0,0,0,369,39,2,2016-08-23,2023-11-29,4.79,4.84,4.84,4.96,4.98,4.97,4.76,FALSE,1,1,0,0,4.14
1976496688429418200,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Loop,41.886064,-87.624718,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,353.4,1125,TRUE,30,60,90,365,1,0,0,2021-06-01,2021-06-01,5,5,5,5,5,5,5,FALSE,643,643,0,0,0.03
1105767010725594800,2020-01-13,"Chicago, IL",within a few hours,100%,72%,FALSE,South Chicago,14,14,"['email', 'phone']",TRUE,TRUE,Near West Side,41.86755,-87.68384,Private room in home,Private room,2,1 shared bath,1,28,90,28,28,90,90,28,90,TRUE,30,60,89,89,4,3,0,2022-12-10,2023-10-30,5,5,4.5,5,5,5,4.75,FALSE,14,1,13,0,0.32
84285077,2018-09-08,"Chicago, IL",NA,NA,NA,FALSE,Austin,1,1,['phone'],TRUE,TRUE,Austin,41.91027393145752,-87.77357366697055,Entire rental unit,Entire home/apt,2,1 bath,1,32,90,32,32,1125,1125,32,1125,TRUE,23,53,83,83,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA
1967875898936486700,2020-02-17,"Lagos, Nigeria",within a few hours,100%,84%,FALSE,South Chicago,2,8,"['email', 'phone']",TRUE,TRUE,South Chicago,41.7456221547512,-87.56981870793459,Private room in guest suite,Private room,2,1 private bath,1,2,1125,2,2,1125,1125,2,1125,TRUE,28,58,75,350,30,29,1,2022-12-05,2023-11-28,4.67,4.9,4.73,4.73,4.83,4.57,4.87,FALSE,2,0,2,0,2.37
1481077836822398500,2014-10-28,"Chicago, IL",within an hour,100%,100%,TRUE,Bucktown,1,1,['phone'],TRUE,TRUE,Logan Square,41.91544,-87.6747,Entire home,Entire home/apt,15,3.5 baths,10,2,365,2,4,365,365,3.3,365,TRUE,15,25,25,100,62,37,5,2022-06-29,2023-12-11,4.98,5,4.87,4.97,4.98,5,4.89,FALSE,1,1,0,0,3.46
96652481,2012-11-05,"Chicago, IL",within an hour,100%,99%,TRUE,Logan Square,21,24,"['email', 'phone', 'work_email']",TRUE,TRUE,Logan Square,41.925285,-87.70076859999999,Private room in rental unit,Private room,2,1 shared bath,1,32,365,32,32,365,365,32,365,TRUE,20,50,80,135,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,19,5,14,0,NA
103393557,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Loop,41.8860812,-87.63422229999998,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,353.8,1125,TRUE,0,27,57,332,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
1302969358181329200,2014-05-27,"Chicago, IL",within an hour,100%,95%,TRUE,Logan Square,2,3,"['email', 'phone']",TRUE,TRUE,Logan Square,41.924085887323066,-87.71307363920985,Entire home,Entire home/apt,7,3 baths,4,2,365,2,2,365,365,2,365,TRUE,16,46,76,177,10,10,1,2023-04-02,2023-11-25,5,4.9,5,5,5,4.9,4.9,FALSE,2,2,0,0,1.15
1357964830958546400,2018-11-19,"Chicago, IL",within an hour,100%,98%,FALSE,Back of the Yards,30,41,"['email', 'phone']",TRUE,TRUE,New City,41.79937,-87.64154,Private room in rental unit,Private room,2,1 shared bath,1,32,999,32,32,1125,1125,32,1125,TRUE,24,54,84,359,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,3,27,0,NA
78117067,2015-05-11,"Chicago, IL",within an hour,100%,58%,TRUE,River North,19,147,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89591,-87.63333,Entire serviced apartment,Entire home/apt,4,1 bath,1,32,365,32,32,365,365,32,365,TRUE,29,59,89,364,1,0,0,2022-04-28,2022-04-28,5,4,4,5,5,3,2,FALSE,19,19,0,0,0.05
44704991,2015-10-19,NA,within an hour,100%,58%,FALSE,North Center,9,11,"['email', 'phone']",TRUE,FALSE,Logan Square,41.92796,-87.69772,Entire condo,Entire home/apt,12,3 baths,4,32,1125,32,32,1125,1125,32,1125,TRUE,30,60,90,365,6,0,0,2020-10-06,2021-10-10,3.67,3.5,4.33,3.67,3.67,4.83,4,TRUE,9,9,0,0,0.15
18176853,2018-08-09,"St. Louis, MO",a few days or more,0%,0%,FALSE,Pullman,3,4,"['email', 'phone']",TRUE,TRUE,Pullman,41.70288,-87.60216,Private room in rental unit,Private room,2,1 shared bath,2,33,33,33,33,1125,1125,33,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,1,2,0,NA
53401399,2015-03-31,"Chicago, IL",within an hour,100%,100%,TRUE,Bucktown,1,1,"['email', 'phone']",TRUE,TRUE,Logan Square,41.91968846609829,-87.67694388153029,Entire guesthouse,Entire home/apt,11,3 baths,5,3,365,2,4,365,1125,3.4,749.4,TRUE,24,54,84,163,14,14,1,2023-06-11,2023-11-25,5,4.93,4.93,5,5,5,4.93,TRUE,1,1,0,0,2.2
1839656828864775400,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near West Side,41.8849796,-87.6611185,Entire rental unit,Entire home/apt,4,2 baths,2,32,1125,32,366,1125,1125,353.4,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
90927453,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89286449999999,-87.61651669999999,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,353.4,1125,TRUE,24,54,84,359,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
107480879,2016-04-13,"Chicago, IL",within an hour,100%,96%,FALSE,Cabrini-Green,1,2,"['email', 'phone']",TRUE,TRUE,Near North Side,41.90452782092567,-87.63859117760805,Entire rental unit,Entire home/apt,4,1 bath,2,1,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,29,29,2,2023-05-28,2023-12-04,4.77,4.77,4.77,4.8,4.93,4.9,4.53,FALSE,1,1,0,0,4.24
1431151501843051300,2015-12-18,"Chicago, IL",within an hour,100%,100%,TRUE,River North,8,10,"['email', 'phone']",TRUE,FALSE,Near North Side,41.88877,-87.63159,Private room in loft,Private room,3,1 private bath,2,1,365,2,2,365,365,2,365,TRUE,14,37,52,229,91,82,6,2022-10-31,2023-12-14,4.91,4.77,4.71,4.95,4.95,4.95,4.85,TRUE,8,0,8,0,6.59
1209195381401570800,2013-10-17,"Chicago, IL",within an hour,100%,100%,TRUE,Woodlawn,2,2,"['email', 'phone']",TRUE,FALSE,Woodlawn,41.77738,-87.60041,Private room in home,Private room,3,1 private bath,1,4,90,4,4,90,90,4,90,TRUE,14,44,74,163,365,10,0,2014-02-20,2023-10-08,4.89,4.93,4.93,4.96,4.96,4.48,4.88,FALSE,2,1,1,0,3.05
98587751,2022-03-10,"Chicago, IL",within a few hours,100%,94%,FALSE,Portage Park,1,1,['phone'],TRUE,TRUE,Portage Park,41.95127,-87.75155,Entire rental unit,Entire home/apt,4,1 bath,2,1,1125,2,2,1125,1125,2,1125,TRUE,25,55,85,360,27,7,0,2022-05-01,2023-10-10,4.85,4.85,4.93,4.96,4.96,4.81,4.85,FALSE,1,1,0,0,1.36
100938117,2023-05-14,"Chicago, IL",within an hour,100%,100%,FALSE,Bridgeport,62,68,"['email', 'phone']",TRUE,TRUE,Bridgeport,41.83958,-87.65719,Private room in home,Private room,1,2 baths,1,32,365,32,32,1125,1125,32,1125,TRUE,30,60,90,365,1,1,0,2023-08-06,2023-08-06,5,5,5,5,5,5,5,TRUE,61,0,61,0,0.22
1860759378275138e3,2018-03-06,"Chicago, IL",within an hour,100%,30%,FALSE,Pilsen,1,1,['phone'],TRUE,TRUE,Lower West Side,41.85484,-87.6588,Entire rental unit,Entire home/apt,1,1 bath,2,3,3,2,2,1125,1125,2,1125,TRUE,1,1,17,17,52,2,0,2018-12-07,2023-06-05,4.88,4.85,4.73,4.92,4.9,4.81,4.87,FALSE,1,1,0,0,0.85
54878927,2012-10-11,"Chicago, IL",within an hour,100%,100%,TRUE,River North,4,4,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89637,-87.62726,Entire condo,Entire home/apt,2,1 bath,1,32,365,32,32,365,365,32,365,TRUE,29,59,89,364,37,1,1,2014-08-24,2023-12-13,4.59,4.51,4.62,4.62,4.78,4.97,4.54,FALSE,3,3,0,0,0.33
54494435,2023-05-25,"Chicago, IL",within an hour,100%,100%,FALSE,Old Town Triangle,5,7,"['email', 'phone']",TRUE,TRUE,Lincoln Park,41.91863,-87.63857,Entire rental unit,Entire home/apt,6,1 bath,2,1,365,2,2,1125,1125,2,1125,TRUE,19,32,62,337,8,8,0,2023-07-30,2023-11-11,4.25,4.5,4,4.75,4.88,4.88,4.13,TRUE,4,4,0,0,1.69
49473231,2018-10-13,"Chicago, IL",within an hour,98%,99%,FALSE,Garfield Park,10,11,"['email', 'phone']",TRUE,TRUE,East Garfield Park,41.874221173593966,-87.69451374372136,Private room in rental unit,Private room,2,1 bath,1,2,30,2,2,1125,1125,2,1125,TRUE,17,47,77,245,10,10,2,2023-08-20,2023-12-01,4.3,4.8,4.7,4.7,4.9,3.7,4.2,TRUE,10,1,9,0,2.48
1759217022345779200,2016-08-07,"San Francisco, CA",within an hour,99%,99%,FALSE,Downtown Austin,207,230,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89659,-87.62804,Entire rental unit,Entire home/apt,2,1 bath,1,1,28,2,99,280,280,8.5,280,TRUE,0,0,0,0,270,137,31,2021-03-29,2023-12-17,4.85,4.9,4.81,4.85,4.84,4.96,4.75,TRUE,17,17,0,0,8.14
1675323024306768400,2023-05-30,"Chicago, IL",within an hour,100%,100%,FALSE,West Town,5,6,"['email', 'phone']",TRUE,TRUE,South Lawndale,41.8427784,-87.7096019,Entire rental unit,Entire home/apt,6,1 bath,3,32,120,32,32,1125,1125,32,1125,TRUE,29,59,89,179,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,4,1,0,NA
107284337,2014-06-04,"Chicago, IL",within an hour,100%,94%,FALSE,Logan Square,1,1,"['email', 'phone', 'work_email']",TRUE,TRUE,Logan Square,41.92449,-87.70498,Entire home,Entire home/apt,4,1 bath,2,1,365,2,2,365,365,2,365,TRUE,0,0,0,0,15,15,3,2023-09-07,2023-12-02,4.94,5,4.88,4.88,5,5,4.94,TRUE,1,1,0,0,4.37
2020568493889600500,2015-05-28,"Chicago, IL",within a few hours,100%,94%,TRUE,Lincoln Square,2,2,"['email', 'phone']",TRUE,TRUE,Lincoln Square,41.97186,-87.69521,Private room in condo,Private room,3,1 private bath,2,3,14,3,3,14,14,3,14,TRUE,30,60,89,89,185,24,1,2015-09-21,2023-11-25,4.98,4.97,5,5,5,4.93,4.94,FALSE,2,1,1,0,1.84
1930460274064822e3,2019-07-17,"Geneva, IL",within an hour,100%,100%,FALSE,River North,1,1,"['email', 'phone']",TRUE,TRUE,Near North Side,41.8951123,-87.62663889999999,Entire condo,Entire home/apt,4,1 bath,2,32,180,32,32,180,180,32,180,TRUE,0,11,41,239,1,1,0,2023-11-03,2023-11-03,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.65
